번호,소속지회,경로당명,주소,위도,경도
1485,수성구지회,웰리치시지경로당,대구광역시 수성구 욱수천로 55 ,35.832659137,128.710169421
1486,수성구지회,시지경로당,대구광역시 수성구 달구벌대로619길 2 ,35.843291518,128.696561657
1487,수성구지회,가천경로당,대구광역시 수성구 고모로24길 25 ,35.852584563,128.686245299
1488,수성구지회,연호경로당,대구광역시 수성구 범안로91길 70 ,35.837085800,128.667567713
1489,수성구지회,고모경로당,대구광역시 수성구 고모로39길 20 ,35.857375381,128.676751144
1490,수성구지회,대흥경로당,대구광역시 수성구 월드컵로6길 54 ,35.831702210,128.684612938
1491,수성구지회,이천경로당,대구광역시 수성구 달구벌대로574길 192-1 ,35.838429675,128.654990531
1492,수성구지회,노변경로당,대구광역시 수성구 노변로 77 ,35.838521108,128.699945746
1493,수성구지회,팔현경로당,대구광역시 수성구 팔현길 88-5 ,35.867440264,128.670635254
1494,수성구지회,삼덕경로당,대구광역시 수성구 범안로64길 18-11 ,35.827903599,128.668648505
1495,수성구지회,연호동 제2경로당,대구광역시 수성구 달구벌대로 569길 20 ,35.847720112,128.672876753
1496,수성구지회,청구전원아파트경로당,대구광역시 수성구 시지로 45 ,35.840850065,128.694985816
1497,수성구지회,은세계아파트경로당,대구광역시 수성구 달구벌대로 3081 ,35.843918488,128.694234876
1498,수성구지회,제림은탑맨션경로당,대구광역시 수성구 천을로 49 ,35.845183866,128.696480991
1499,수성구지회,노변청구타운경로당,대구광역시 수성구 시지로 21 ,35.841424151,128.693176001
1500,수성구지회,고산노변타운경로당,대구광역시 수성구 시지로 55 ,35.839508713,128.695168023
1501,수성구지회,노변동서우방타운경로당,대구광역시 수성구 노변공원로 22 ,35.841371570,128.698449429
1502,수성구지회,노변다숲경로당,대구광역시 수성구 노변공원로 34 ,35.839310610,128.697206027
1503,수성구지회,시지대백맨션경로당,대구광역시 수성구 달구벌대로625길 22 ,35.844129662,128.699962845
1504,수성구지회,노변대백맨션경로당,대구광역시 수성구 노변로 11 ,35.833281267,128.698845189
1505,수성구지회,수성월드메르디앙경로당,대구광역시 수성구 노변로 55 ,35.837265954,128.699658352
1506,수성구지회,시지태왕아너스경로당,대구광역시 수성구 천을로 91 ,35.845162095,128.699823604
1507,수성구지회,시지월드메르디앙경로당,대구광역시 수성구 천을로 70 ,35.844537149,128.698158694
1508,수성구지회,아이프라임시지경로당,대구광역시 수성구 달구벌대로 3110 ,35.841932509,128.696472481
1509,수성구지회,수성알파시티청아람아파트경로당,대구광역시 수성구 알파시티2로 96 ,35.835114463,128.696807336
1510,수성구지회,수성알파시티 동화아이위시 경로당,대구광역시 수성구 알파시티2로 48 ,35.837975345,128.693039650
1511,수성구지회,사월경로당,대구광역시 수성구 달구벌대로 3321-4 ,35.836549766,128.719480628
1512,수성구지회,매호경로당,대구광역시 수성구 천을로31길 40 ,35.846878074,128.708832368
1513,수성구지회,성동경로당,대구광역시 수성구 성동로 166 ,35.848640458,128.721178271
1514,수성구지회,매호공원경로당,대구광역시 수성구 천을로23길 5 ,35.844638730,128.703960592
1515,수성구지회,누리타운경로당,대구광역시 수성구 달구벌대로637길 21 ,35.841894653,128.706014523
1516,수성구지회,하나타운경로당,대구광역시 수성구 고산로 123 ,35.841896303,128.704601384
1517,수성구지회,두레타운경로당,대구광역시 수성구 천을로 131 ,35.843998066,128.705375383
1518,수성구지회,매호협화타운경로당,대구광역시 수성구 천을로 181 ,35.842906919,128.710845343
1519,수성구지회,동서타운학수정경로당,대구광역시 수성구 천을로 180 ,35.842680950,128.709673964
1520,수성구지회,사월보성타운경로당,대구광역시 수성구 욱수천로 133 ,35.839388763,128.715812294
1521,수성구지회,시지2차서한타운경로당,대구광역시 수성구 천을로31길 8 ,35.843888800,128.708872555
1522,수성구지회,시지3차신매보성타운경로당,대구광역시 수성구 달구벌대로651길 23 ,35.839323301,128.713659670
1523,수성구지회,신매우방타운경로당,대구광역시 수성구 달구벌대로651길 33 ,35.841195167,128.713667089
1524,수성구지회,매호2차동서타운경로당,대구광역시 수성구 달구벌대로641길 8 ,35.840935796,128.708306138
1525,수성구지회,시지우방하이츠경로당,대구광역시 수성구 달구벌대로645길 22 ,35.841144619,128.711105132
1526,수성구지회,시지2차태왕하이츠경로당,대구광역시 수성구 천을로 170 ,35.842978828,128.708865904
1527,수성구지회,시지1차태왕하이츠경로당,대구광역시 수성구 달구벌대로647길 16 ,35.839945081,128.711648626
1528,수성구지회,시지태왕리더스경로당,대구광역시 수성구 달구벌대로669길 70 ,35.838190417,128.721156579
1529,수성구지회,한일유앤아이경로당,대구광역시 수성구 고산로 162 ,35.844886636,128.707087863
1530,수성구지회,매호화성파크드림경로당,대구광역시 수성구 달구벌대로641길 31 ,35.842850815,128.707655730
1531,수성구지회,매호효성백년가약경로당,대구광역시 수성구 천을로23길 31 ,35.846236652,128.705538455
1532,수성구지회,시지푸르지오경로당,대구광역시 수성구 달구벌대로661길 7 ,35.837945125,128.718364734
1533,수성구지회,신매효성백년가약(청)경로당,대구광역시 수성구 달구벌대로 3233 ,35.839629539,128.710783873
1534,수성구지회,신매역 우방유쉘경로당,대구광역시 수성구 천을로23길 21 ,35.845905795,128.704461395
1535,수성구지회,매호청구하이츠빌경로당,대구광역시 수성구 천을로23길 26 ,35.845641320,128.705677790
1536,수성구지회,시지대성유니드경로당,대구광역시 수성구 달구벌대로669길 80 ,35.839353386,128.723233198
1537,수성구지회,시지동화아이위시경로당,대구광역시 수성구 달구벌대로669길 20 ,35.835517085,128.723102299
1538,수성구지회,시지한신휴플러스아파트경로당,대구광역시 수성구 달구벌대로669길 50 ,35.837076026,128.722585627
1539,수성구지회,아이프라임신매경로당,대구광역시 수성구 달구벌대로649길 14 ,35.838926309,128.712367839
1540,수성구지회,시지3차서한이다음경로당,대구광역시 수성구 달구벌대로669길 20-20 ,35.836787751,128.723820578
