구,시설명,주소,위도,경도,시설종류
수성구지회,에덴타운경로당,대구광역시 수성구 지범로40길 6 ,35.81853375,128.6400868,경로당
수성구지회,보성송정타운경로당,대구광역시 수성구 지범로46길 43 ,35.81398702,128.6429352,경로당
수성구지회,두성타운경로당,대구광역시 수성구 지범로 300 ,35.81475543,128.6490813,경로당
수성구지회,우방미진하이츠경로당,대구광역시 수성구 지범로 290 ,35.81453935,128.647408,경로당
수성구지회,청림맨션경로당,대구광역시 수성구 지범로54길 15 ,35.81448821,128.6463271,경로당
수성구지회,범물인앤인아파트경로당,대구광역시 수성구 지범로52길 69 ,35.81402924,128.644101,경로당
수성구지회,수성하늘채르레브경로당,대구광역시 수성구 지범로48길 21 ,35.81505916,128.6442528,경로당
수성구지회,신매경로당,대구광역시 수성구 욱수천로 78 ,35.83509787,128.7121087,경로당
수성구지회,욱수경로당,대구광역시 수성구 욱수천로 15 ,35.82998464,128.7097942,경로당
수성구지회,신매공원경로당,대구광역시 수성구 달구벌대로650길 59-6 ,35.83290611,128.7090822,경로당
수성구지회,천마타운경로당,대구광역시 수성구 신매로 71 ,35.83543477,128.7080935,경로당
수성구지회,태성맨션경로당,대구광역시 수성구 고산로 50 ,35.83563046,128.7049632,경로당
수성구지회,에덴맨션경로당,대구광역시 수성구 고산로12길 34 ,35.8339024,128.7059952,경로당
수성구지회,"대백,신화,창신아파트경로당",대구광역시 수성구 고산로 90 ,35.83767668,128.7044175,경로당
수성구지회,시지두성타운경로당,대구광역시 수성구 고산로 30 ,35.83295495,128.7045826,경로당
수성구지회,"삼주,한라,협화아파트경로당",대구광역시 수성구 신매로 91 ,35.83750996,128.7081881,경로당
수성구지회,시지보성서한아파트경로당,대구광역시 수성구 신매로 21 ,35.83123772,128.7068094,경로당
수성구지회,시지청솔타운경로당,대구광역시 수성구 고산로 70 ,35.83611747,128.7047709,경로당
수성구지회,시지동서타운경로당,대구광역시 수성구 신매로 41 ,35.83378153,128.7075001,경로당
수성구지회,신화빌라트경로당,대구광역시 수성구 달구벌대로650길 29 ,35.8360323,128.7101073,경로당
수성구지회,태왕5차월드하이츠경로당,대구광역시 수성구 욱수천로 7 ,35.8290603,128.7089011,경로당
수성구지회,시지태왕3차하이츠경로당,대구광역시 수성구 욱수천로 77 ,35.83476254,128.7109451,경로당
수성구지회,태왕레전드경로당,대구광역시 수성구 욱수천로 27 ,35.83116426,128.7102362,경로당
