27720250,군위읍,경상북도,군위군,군위읍,3731011,5857,4065,135,1657,29.17,16,5,94.58784346,35.68,94720.43487,30500,36.24303382,128.5729663,30162.36375,30162.36375,30870.29148,1578.085239,3173.803384,6348.019837,55,15,1,29,160,57,5,17,16,162,517
27720310,소보면,경상북도,군위군,소보면,3731031,7429,4328,135,2967,27.58,1,0,22.62456833,34.61,22438.73926,17800,36.25542753,128.4751338,33981.29007,34045.5631,34106.66605,8934.599876,9382.644202,12405.21193,5,1,0,6,18,5,2,0,4,27,68
27720320,효령면,경상북도,군위군,효령면,3731032,6099,3820,131,2148,34.63,4,0,37.49873006,41.48,35349.77934,23600,36.15687084,128.5853948,20557.45104,20557.45104,21322.07592,5360.488558,5775.985176,6938.157079,5,2,0,5,41,16,8,2,1,44,124
27720330,부계면,경상북도,군위군,부계면,3731033,5394,3369,116,1908,26.56,3,1,32.17096127,33.98,52398.90299,34900,36.10088764,128.6642161,14289.37112,14289.37112,14641.10609,223.2551599,6269.155607,9724.462399,3,2,0,11,35,6,27,1,4,76,165
27720340,우보면,경상북도,군위군,우보면,3731034,1900,1250,33,617,48.87,2,0,32.08930357,53.52,22221.84173,18850,36.19500138,128.6618416,24562.78275,24562.78275,24940.15613,8845.236851,8893.443176,9231.10131,3,0,0,2,17,5,1,1,1,18,48
27720350,의흥면,경상북도,군위군,의흥면,3731035,1594,1017,30,547,75.49,4,0,41.71428571,80.22,29288.92419,22200,36.17459864,128.6854559,22688.57368,22688.57368,22835.33336,8318.093854,10104.39609,10674.68143,1,0,0,3,30,9,2,0,2,37,84
27720360,산성면,경상북도,군위군,산성면,3731036,2671,1540,65,1067,41.77,3,1,32.52717391,50.81,20460.77401,16100,36.12213389,128.6941297,17207.68105,17240.03622,17265.92035,3638.110239,7699.991046,10653.40923,2,0,0,0,16,3,2,1,2,20,46
27720370,삼국유사면,경상북도,군위군,고로면,3731037,1542,935,27,580,61.7,2,0,11.34380454,67.5,13946.95683,9820,36.17730735,128.8395641,26548.60472,27087.66793,27518.91851,16405.36622,19790.10685,21862.76758,1,1,0,0,7,0,8,2,0,15,34
